"No.","Object designation","Diameter in m","Impact date/time in UTC","IP max","PS max","TS","Years","IP cum","PS cum","Vel. in km/s","In list since in d"
"1460","2021AZ6","15 - 30*","2117-07-19 12:44","1/2.76E7","-8.33","0","2117","1/2.76E7","-8.33","16.47","1775"
"1461","2020NY","17 - 40*","2114-07-10 07:49","1/3.40E7","-8.33","0","2114","1/3.4E7","-8.33","16.19","1960"
"1462","2020XC","4 - 10*","2085-05-05 18:30","1/1.26E6","-8.35","0","2085","1/1.26E6","-8.35","11.72","1817"
"1463","2025KF2","1.5 - 3*","2100-05-22 08:20","1/125000","-8.35","0","2066-2124","1/40485","-7.81","13.70","186"
"1464","2021BL2","5 - 12*","2038-01-14 07:04","1/1.83E7","-8.36","0","2035-2121","1/4.08E6","-7.95","17.09","1771"
"1465","2021UT","4 - 8*","2053-10-22 18:36","1/3.18E6","-8.36","0","2053-2117","1/763358","-7.99","15.69","1493"
"1466","2011AZ36","30 - 70*","2102-12-22 02:34","1/9.71E7","-8.37","0","2055-2111","1/3.31E7","-7.86","13.32","5334"
"1467","2025HW1","20 - 40*","2123-05-01 23:00","1/1.11E8","-8.37","0","2123","1/1.11E8","-8.37","22.41","216"
"1468","2025MC","5 - 11*","2102-06-19 07:14","1/2.18E6","-8.37","0","2102-2120","1/2.17E6","-8.37","14.00","162"
"1469","2010UZ7","28 - 60*","2111-10-17 17:29","1/3.08E8","-8.38","0","2111","1/3.08E8","-8.38","19.47","2322"
"1470","2019DM1","7 - 15*","2088-02-27 11:54","1/9.26E6","-8.38","0","2072-2095","1/8.2E6","-8.33","20.77","2462"
"1471","2016UR36","8 - 19*","2121-03-30 16:55","1/1.05E7","-8.38","0","2107-2121","1/8.93E6","-8.30","20.03","3316"
"1472","2007EE26","16 - 40*","2100-02-13 22:04","1/3.07E7","-8.38","0","2100","1/3.07E7","-8.38","12.09","1209"
"1473","2024HZ","5 - 12*","2121-04-19 08:23","1/1.94E6","-8.39","0","2109-2121","1/1.37E6","-8.23","13.27","583"
"1474","2008XC1","50 - 110*","2085-12-17 14:48","1/8.77E8","-8.39","0","2085-2088","1/8.33E8","-8.37","16.16","6201"
"1475","2010BO127","300 - 800*","2059-09-21 04:06","1/1.56E10","-8.39","0","2059-2119","1/6.67E9","-8.21","17.71","1412"
"1476","2023VC2","11 - 25*","2102-11-24 03:46","1/1.44E7","-8.39","0","2102","1/1.44E7","-8.39","12.36","718"
"1477","2024UN8","11 - 25*","2069-10-02 03:08","1/1.96E7","-8.40","0","2069-2087","1/1.94E7","-8.40","12.22","392"
"1478","2020RE4","7 - 16*","2120-02-27 18:53","1/7.69E6","-8.40","0","2067-2120","1/2.73E6","-7.92","21.06","1899"
"1479","2021BN","6 - 13*","2108-08-04 06:16","1/2.82E6","-8.40","0","2079-2120","1/2E6","-8.25","13.55","1773"
"1480","2021BO1","4 - 10*","2077-01-20 03:49","1/2.26E6","-8.40","0","2077-2115","1/2.19E6","-8.39","15.13","1772"
"1481","2024FL1","40 - 90*","2056-09-27 19:35","1/1.05E9","-8.41","0","2056-2071","1/1E9","-8.39","15.79","616"
"1482","2022DO2","7 - 15*","2113-02-24 15:38","1/3.97E6","-8.41","0","2107-2113","1/3.94E6","-8.41","14.21","1368"
"1483","2009EJ1","6 - 14*","2039-11-09 05:52","1/2.10E7","-8.41","0","2039-2118","1/3.75E6","-7.98","15.55","6111"
"1484","2021WC1","6 - 12*","2077-11-28 22:02","1/4.81E6","-8.41","0","2063-2079","1/2.27E6","-8.09","16.06","1460"
"1485","2020UX","1.8 - 4*","2087-10-20 19:02","1/181159","-8.42","0","2087-2112","1/150602","-8.35","13.97","1865"
"1486","2023BR7","8 - 18*","2099-07-14 05:09","1/7.14E6","-8.43","0","2099-2117","1/4.13E6","-8.22","14.11","1031"
"1487","2022WW2","20 - 40*","2119-10-30 13:21","1/6.29E7","-8.43","0","2119","1/6.29E7","-8.43","15.97","1101"
"1488","2023UK3","4 - 9*","2050-10-24 19:09","1/4.85E6","-8.44","0","2050-2052","1/3.34E6","-8.29","14.01","767"
"1489","2023LP1","3 - 8*","2065-06-12 15:23","1/2.67E6","-8.44","0","2064-2074","1/1.85E6","-8.28","17.35","895"
"1490","2024WW2","6 - 12*","2113-11-26 01:12","1/3.88E6","-8.45","0","2113-2116","1/2.21E6","-8.21","14.75","367"
"1491","2024XC17","9 - 21*","2077-03-02 18:21","1/1.54E7","-8.45","0","2077","1/1.54E7","-8.45","11.93","348"
"1492","2018GD2","3 - 7*","2108-10-16 01:23","1/892857","-8.45","0","2096-2117","1/352112","-8.05","13.51","2784"
"1493","2023EE2","6 - 13*","2113-03-11 07:00","1/3.22E6","-8.45","0","2081-2121","1/1.47E6","-8.09","15.38","986"
"1494","2021JB6","5 - 11*","2112-05-15 10:52","1/1.89E6","-8.45","0","2112-2122","1/1.82E6","-8.43","14.09","1657"
"1495","2024CM5","6 - 13*","2061-02-11 09:25","1/1.08E7","-8.47","0","2061","1/1.08E7","-8.47","15.26","651"
"1496","2024RY10","12 - 28*","2098-09-15 19:30","1/2.36E7","-8.48","0","2053-2107","1/1.07E7","-8.06","12.24","441"
"1497","2010XB73","100 - 220*","2121-05-30 21:19","1/5.99E8","-8.48","0","2114-2121","1/4.42E8","-8.34","12.54","2209"
"1498","2012BN123","50 - 120*","2074-01-02 04:21","1/1.33E9","-8.50","0","2074-2110","1/1.15E9","-8.46","11.47","2212"
"1499","2018VP1","2.0 - 4*","2026-11-02 13:52","1/1.61E7","-8.50","0","2026-2076","1/1.8E6","-7.95","14.69","2578"
"1500","2020FM1","4 - 9*","2109-03-17 17:42","1/1.13E6","-8.51","0","2071-2122","1/427350","-8.09","13.24","2079"
"1501","2008SH148","14 - 30*","2081-10-11 00:10","1/1.70E8","-8.52","0","2034-2084","1/5.92E7","-8.19","16.20","6252"
"1502","2021TG14","6 - 14*","2114-10-19 20:21","1/5.13E6","-8.52","0","2102-2120","1/2.12E6","-8.12","15.88","1503"
"1503","2023XL11","13 - 29*","2090-12-19 06:40","1/5.05E7","-8.53","0","2090","1/5.05E7","-8.53","16.15","714"
"1504","2014XE32","14 - 30*","2068-12-11 02:24","1/8.33E7","-8.53","0","2068","1/8.33E7","-8.53","17.55","3829"
"1505","2019JY2","3 - 7*","2119-04-28 04:40","1/833333","-8.53","0","2059-2122","1/250626","-7.91","13.56","2394"
"1506","2018WA1","2.8 - 6*","2097-11-08 11:35","1/520833","-8.54","0","2068-2121","1/111358","-7.89","11.56","2560"
"1507","2006BO7","3 - 7*","2060-05-22 22:10","1/3.64E6","-8.54","0","2060-2122","1/3.09E6","-8.51","14.88","6252"
"1508","2003UM3","8 - 17*","2057-10-11 21:21","1/2.09E7","-8.54","0","2055-2116","1/5.81E6","-8.09","16.83","6252"
"1509","2021VY7","4 - 8*","2054-05-10 21:11","1/4.81E6","-8.54","0","2044-2117","1/613496","-8.01","16.55","1476"
"1510","2023VG5","20 - 40*","2091-11-21 09:57","1/2.69E8","-8.54","0","2091","1/2.69E8","-8.54","25.13","747"
"1511","2017UQ6","11 - 24*","2080-08-25 06:46","1/1.66E7","-8.54","0","2080-2119","1/1.39E7","-8.49","11.58","2950"
"1512","2024UD8","5 - 11*","2116-10-29 11:31","1/5.95E6","-8.55","0","2087-2122","1/1.57E6","-7.94","21.16","392"
"1513","2020WA1","5 - 11*","2059-11-20 16:47","1/1.52E7","-8.55","0","2051-2082","1/3.92E6","-7.94","22.95","1834"
"1514","2007WT3","40 - 80*","2101-11-08 01:23","1/1.22E9","-8.55","0","2101","1/1.22E9","-8.55","22.84","2212"
"1515","2010UB","27 - 60*","2116-10-29 07:27","1/1.76E8","-8.55","0","2116","1/1.76E8","-8.55","13.74","2261"
"1516","1994XM1","6 - 14*","2117-12-08 23:35","1/5.62E6","-8.55","0","2117","1/5.62E6","-8.55","15.96","5322"
"1517","2022OC5","10 - 23*","2111-05-04 12:28","1/1.64E7","-8.55","0","2111","1/1.64E7","-8.55","14.92","1212"
"1518","2024UK4","6 - 13*","2115-10-21 12:04","1/6.49E6","-8.56","0","2115","1/4.74E6","-8.43","16.61","395"
"1519","2006WV","10 - 21*","2082-11-22 10:00","1/3.66E7","-8.56","0","2082-2120","1/1.81E7","-8.31","18.39","6252"
"1520","2025VN14","11*","2101-11-13 00:00","1/2.21E7","-8.56","0","2101","1/2.21E7","-8.56","19.09","1"
"1521","2019EF","13 - 29*","2119-09-02 03:23","1/4.67E7","-8.57","0","2097-2119","1/4.65E7","-8.57","20.95","2459"
"1522","2020HM6","13 - 28*","2083-04-20 12:20","1/6.62E7","-8.58","0","2083-2090","1/6.58E7","-8.58","18.86","2040"
"1523","2020SK4","2.4 - 5*","2098-03-25 06:22","1/450450","-8.58","0","2072-2122","1/60975","-7.74","12.47","1889"
"1524","2016TM","8 - 19*","2120-06-12 16:46","1/8.00E6","-8.59","0","2093-2120","1/5.18E6","-8.35","11.97","3341"
"1525","2022AB4","12 - 27*","2119-01-13 15:27","1/2.46E7","-8.59","0","2107-2119","1/1.21E7","-8.27","14.89","1416"
"1526","2021PA211","3 - 7*","2089-08-04 14:19","1/1.58E6","-8.60","0","2089","1/934579","-8.37","13.75","663"
"1527","2022YC","3 - 7*","2119-03-10 22:21","1/869565","-8.60","0","2084-2122","1/316455","-8.08","12.16","1075"
"1528","2025NO1","1.6 - 4*","2093-07-02 08:53","1/318471","-8.60","0","2071-2093","1/230946","-8.41","14.42","140"
"1529","2022UG","15 - 30*","2071-10-16 15:43","1/9.17E7","-8.61","0","2071-2108","1/7.3E7","-8.55","14.84","1135"
"1530","2013GW38","6 - 13*","2070-04-08 00:04","1/8.85E6","-8.61","0","2070-2104","1/8.7E6","-8.61","15.20","4612"
"1531","2023VV1","4 - 10*","2117-02-08 00:20","1/2.07E6","-8.62","0","2101-2117","1/1.07E6","-8.31","11.67","751"
"1532","2016VZ17","7 - 17*","2041-08-18 21:30","1/6.99E7","-8.62","0","2041","1/6.99E7","-8.62","14.77","3278"
"1533","2005AU3","17 - 40*","2116-01-06 16:05","1/1.01E8","-8.62","0","2097-2116","1/5E7","-8.29","18.59","6252"
"1534","2020FP5","3 - 7*","2121-03-23 19:08","1/840336","-8.63","0","2111-2122","1/409836","-8.32","13.27","2071"
"1535","2021NU3","5 - 11*","2093-07-08 10:38","1/5.29E6","-8.63","0","2093","1/3.56E6","-8.46","16.23","1599"
"1536","2008TE","7 - 16*","2057-09-25 01:21","1/3.05E7","-8.63","0","2044-2119","1/4.85E6","-8.09","16.20","6252"
"1537","2016FA14","9 - 21*","2077-03-29 05:36","1/3.66E7","-8.63","0","2072-2077","1/2.23E7","-8.39","18.85","3526"
"1538","2025FC25","8 - 18*","2110-03-22 20:00","1/1.75E7","-8.63","0","2110","1/1.75E7","-8.63","17.17","232"
"1539","2024TB7","4 - 9*","2075-04-09 12:51","1/3.69E6","-8.64","0","2075-2122","1/1.42E6","-8.34","13.65","411"
"1540","2022RD2","5 - 12*","2114-11-16 03:23","1/2.47E6","-8.64","0","2084-2119","1/1.62E6","-8.46","11.18","1178"
"1541","2015HD1","9 - 20*","2060-04-19 19:47","1/5.99E7","-8.65","0","2060","1/5.99E7","-8.65","19.32","3873"
"1542","2018WG2","2.6 - 6*","2103-05-21 13:06","1/649350","-8.65","0","2077-2118","1/478468","-8.50","12.92","2552"
"1543","2018XX3","3 - 7*","2088-12-10 14:21","1/1.20E6","-8.66","0","2088-2121","1/1.19E6","-8.66","12.02","2539"
"1544","2020QC","9 - 19*","2041-08-19 03:00","1/1.33E8","-8.66","0","2041","1/1.33E8","-8.66","21.87","1927"
"1545","2025DC50","6 - 13*","2117-06-13 09:12","1/8.33E6","-8.66","0","2060-2117","1/3.76E6","-8.22","16.27","256"
"1546","2016AQ164","3 - 7*","2035-01-10 07:42","1/1.21E7","-8.67","0","2035","1/1.21E7","-8.67","17.84","3604"
"1547","2021AP6","12 - 27*","2104-02-15 01:53","1/2.61E7","-8.67","0","2104-2121","1/2.56E7","-8.66","11.98","1776"
"1548","2023VN5","7 - 17*","2117-11-04 21:21","1/1.56E7","-8.68","0","2117","1/1.56E7","-8.68","17.32","747"
"1549","2014HK197","12 - 27*","2062-09-07 04:20","1/8.85E8","-8.68","0","2062","1/8.85E8","-8.68","20.29","4019"
"1550","2017FS","4 - 9*","2119-09-04 05:30","1/5.32E6","-8.68","0","2119","1/5.32E6","-8.68","22.65","3163"
"1551","2008GF1","6 - 13*","2080-04-07 12:21","1/1.40E7","-8.68","0","2080","1/1.4E7","-8.68","18.39","1209"
"1552","2023OD1","30 - 70*","2111-07-17 12:01","1/2.77E8","-8.68","0","2111","1/2.77E8","-8.68","13.82","854"
"1553","2024XK7","7 - 15*","2122-11-28 13:55","1/7.94E6","-8.70","0","2122","1/7.94E6","-8.70","13.12","349"
"1554","2025FZ6","6 - 13*","2066-03-24 22:45","1/2.02E7","-8.70","0","2038-2107","1/1.24E7","-8.39","22.81","246"
"1555","2008US","1.3 - 2.8*","2044-04-17 04:53","1/2.02E6","-8.71","0","2042-2044","1/1.7E6","-8.63","21.97","6244"
"1556","2021CD8","6 - 13*","2099-01-29 23:57","1/3.91E6","-8.71","0","2085-2120","1/2.36E6","-8.52","11.39","1746"
"1557","2023TY10","5 - 11*","2077-05-06 22:08","1/1.36E7","-8.71","0","2077","1/1.36E7","-8.71","19.09","774"
"1558","2025FV12","2.3 - 5*","2053-03-28 07:31","1/2.60E6","-8.71","0","2052-2059","1/1.37E6","-8.43","15.32","243"
"1559","2024YF2","13 - 29*","2119-07-01 15:19","1/3.48E7","-8.72","0","2116-2119","1/1.7E7","-8.40","12.09","337"
"1560","2017TD6","9 - 21*","2081-10-19 17:38","1/3.33E7","-8.72","0","2081","1/3.33E7","-8.72","14.36","2960"
"1561","2004XO63","17 - 40*","2065-12-15 01:23","1/1.55E8","-8.73","0","2065","1/1.55E8","-8.73","13.84","2260"
"1562","2014SH224","17 - 40*","2117-10-01 17:13","1/8.00E7","-8.73","0","2117","1/8E7","-8.73","15.56","1209"
"1563","2018DO3","3 - 8*","2040-02-15 01:03","1/8.00E8","-8.73","0","2040-2087","1/2.01E8","-8.69","24.37","2822"
"1564","2013EC20","4 - 9*","2090-07-14 00:28","1/2.91E6","-8.74","0","2090-2121","1/2.66E6","-8.71","11.50","4646"
"1565","2008CB6","10 - 23*","2101-04-28 09:18","1/2.73E7","-8.74","0","2101-2122","1/7.81E6","-8.24","13.38","6252"
"1566","2023RM16","5 - 11*","2059-09-05 12:48","1/1.05E7","-8.74","0","2059-2082","1/1.03E7","-8.73","14.04","801"
"1567","2004FH","16 - 40*","2111-03-19 15:17","1/6.17E7","-8.74","0","2111","1/6.17E7","-8.74","13.14","664"
"1568","2024RA16","5 - 10*","2097-07-18 17:13","1/3.82E6","-8.76","0","2097-2118","1/1.89E6","-8.50","11.25","439"
"1569","2008EK68","2.9 - 6*","2063-03-04 09:13","1/1.01E6","-8.76","0","2029-2122","1/173611","-8.02","13.22","6252"
"1570","2020BY11","7 - 16*","2120-01-25 21:04","1/1.17E7","-8.76","0","2120-2121","1/1.1E7","-8.73","16.76","2128"
"1571","2017FA159","6 - 13*","2037-06-20 03:38","1/3.50E7","-8.76","0","2037-2122","1/2.6E6","-8.18","13.09","3139"
"1572","2020HN3","3 - 7*","2118-10-22 06:19","1/1.17E6","-8.76","0","2092-2118","1/523560","-8.38","11.94","2044"
"1573","2022UA5","3 - 7*","2072-07-23 12:02","1/1.55E6","-8.76","0","2072-2102","1/934579","-8.60","11.86","1132"
"1574","2017UL5","15 - 30*","2111-10-25 14:15","1/5.99E7","-8.76","0","2100-2111","1/4.18E7","-8.59","13.85","2952"
"1575","2021GU12","8 - 17*","2097-04-06 23:18","1/1.40E7","-8.77","0","2047-2114","1/1.4E7","-8.77","14.24","1685"
"1576","2019KY3","13 - 29*","2097-06-01 06:24","1/1.00E8","-8.78","0","2097","1/1E8","-8.78","20.10","2370"
"1577","2023CG4","4 - 9*","2108-02-07 18:15","1/3.41E6","-8.79","0","2108-2114","1/1.97E6","-8.56","15.89","1009"
"1578","2011DE5","13 - 29*","2106-02-27 00:14","1/1.03E8","-8.79","0","2106","1/1.03E8","-8.79","19.41","4649"
"1579","2013VJ13","50 - 110*","2099-10-30 09:28","1/2.23E9","-8.80","0","2099-2120","1/7.94E8","-8.39","19.60","4397"
"1580","2024JT","6 - 13*","2109-11-06 19:39","1/7.81E6","-8.81","0","2099-2116","1/7.3E6","-8.78","12.86","572"
"1581","2019GP21","3 - 7*","2101-04-02 01:11","1/1.98E6","-8.82","0","2072-2121","1/440528","-8.12","15.53","2409"
"1582","2021XC2","3 - 7*","2085-12-05 23:16","1/2.32E6","-8.82","0","2082-2096","1/1.02E6","-8.47","14.58","1453"
"1583","2022AO1","3 - 8*","2114-01-05 17:59","1/2.75E6","-8.82","0","2113-2117","1/2.42E6","-8.76","17.88","1419"
"1584","2016JA","8 - 19*","2118-09-27 09:20","1/1.68E7","-8.83","0","2074-2118","1/7.69E6","-8.42","13.44","3494"
"1585","2020SC","12 - 28*","2092-09-16 09:03","1/1.48E8","-8.83","0","2079-2092","1/1.24E8","-8.74","24.59","1895"
"1586","2006EH1","12 - 26*","2121-03-05 08:11","1/7.87E7","-8.84","0","2121","1/7.87E7","-8.84","17.35","1210"
"1587","2012CS46","8 - 18*","2106-02-27 10:22","1/1.53E7","-8.84","0","2095-2116","1/9.26E6","-8.63","13.05","2325"
"1588","2012GD","10 - 23*","2097-06-10 18:18","1/4.74E7","-8.85","0","2036-2106","1/2.78E7","-8.61","13.86","4985"
"1589","2022SZ9","6 - 13*","2090-10-06 17:27","1/1.04E7","-8.85","0","2090-2108","1/9.17E6","-8.81","13.59","1157"
"1590","2022QE265","4 - 10*","2122-08-24 09:17","1/5.24E6","-8.86","0","2122","1/3.25E6","-8.66","14.79","763"
"1591","2024TT","8 - 17*","2103-10-01 23:53","1/2.18E7","-8.88","0","2079-2122","1/1.06E7","-8.61","13.23","419"
"1592","2022JK2","7 - 15*","2081-05-03 16:04","1/1.88E7","-8.88","0","2081-2109","1/1.8E7","-8.86","13.60","1293"
"1593","2020DP14","2.5 - 5*","2083-02-17 14:09","1/1.33E6","-8.90","0","2056-2099","1/442477","-8.42","12.90","1496"
"1594","1993KA2","4 - 10*","2060-11-10 00:22","1/2.84E7","-8.91","0","2060","1/2.84E7","-8.91","25.75","5322"
"1595","2024VO","1.7 - 4*","2111-01-20 18:46","1/418410","-8.92","0","2102-2118","1/251256","-8.70","11.47","388"
"1596","2019JH7","3 - 7*","2114-05-17 11:03","1/2.24E6","-8.92","0","2114-2118","1/2.22E6","-8.92","14.39","2386"
"1597","2022CB3","2.1 - 5*","2087-02-07 04:58","1/2.08E6","-8.92","0","2075-2120","1/1.04E6","-8.64","20.19","1388"
"1598","2020KD1","7 - 16*","2042-05-23 08:22","1/7.46E7","-8.93","0","2042","1/7.46E7","-8.93","14.18","2017"
"1599","2021XV4","5 - 12*","2103-05-31 10:33","1/1.78E7","-8.93","0","2090-2103","1/5.95E6","-8.44","23.02","1223"
"1600","2009VT1","3 - 7*","2081-10-11 00:46","1/3.45E6","-8.93","0","2064-2119","1/961538","-8.42","13.19","5859"
"1601","2019UN8","3 - 7*","2105-05-30 02:00","1/4.69E6","-8.93","0","2097-2122","1/1.42E6","-8.41","22.20","2222"
"1602","2007WW3","40 - 90*","2031-11-14 16:29","1/1.25E10","-8.93","0","2031","1/1.25E10","-8.93","12.03","5322"
"1603","2023HO36","2.3 - 5*","2120-10-23 12:46","1/1.19E6","-8.96","0","2082-2122","1/256410","-8.24","14.00","586"
"1604","2015BP513","12 - 27*","2108-11-25 09:59","1/5.78E7","-8.96","0","2108","1/5.78E7","-8.96","13.49","1209"
"1605","2022BO1","9 - 20*","2119-01-29 04:02","1/3.53E7","-8.96","0","2119","1/3.53E7","-8.96","17.34","1399"
"1606","2023UE","5 - 10*","2114-09-06 02:54","1/5.78E6","-8.97","0","2074-2122","1/2.65E6","-8.64","12.26","771"
"1607","2019SU1","6 - 13*","2119-03-14 04:35","1/7.41E6","-8.98","0","2116-2119","1/7.41E6","-8.98","12.28","2256"
"1608","2021WU","16 - 40*","2106-11-24 21:43","1/2.23E8","-8.98","0","2106","1/2.23E8","-8.98","19.64","1460"
"1609","2021XK3","10 - 23*","2062-11-30 22:12","1/1.00E8","-8.99","0","2062","1/1E8","-8.99","15.54","1450"
"1610","2025SU","6 - 12*","2084-09-15 23:17","1/1.89E7","-8.99","0","2084","1/1.89E7","-8.99","14.95","69"
"1611","2025VT2","5 - 12*","2093-11-12 23:46","1/2.02E7","-9.01","0","2082-2117","1/1.03E7","-8.69","17.85","14"
"1612","2024MB1","9 - 21*","2117-06-24 06:37","1/3.17E7","-9.02","0","2098-2121","1/1.8E7","-8.75","11.88","516"
"1613","2011CA7","2.1 - 5*","2062-02-19 17:27","1/3.21E6","-9.02","0","2062-2119","1/1.37E6","-8.72","14.30","5396"
"1614","2020UY","4 - 10*","2075-10-22 05:16","1/8.47E6","-9.02","0","2075-2121","1/3.57E6","-8.72","13.11","1865"
"1615","2019SO6","20 - 40*","2077-02-06 14:41","1/1.08E9","-9.02","0","2077-2112","1/7.75E8","-8.93","30.29","2250"
"1616","2021VN3","2.2 - 5*","2069-08-26 19:38","1/2.02E6","-9.03","0","2069-2108","1/1.93E6","-9.02","14.39","1479"
"1617","2010CQ19","10 - 22*","2114-03-11 17:40","1/7.14E7","-9.03","0","2114","1/7.14E7","-9.03","17.15","5762"
"1618","2021LK6","6 - 14*","2086-06-10 02:46","1/2.21E7","-9.03","0","2081-2115","1/1.59E7","-8.92","16.83","1626"
"1619","2022GB","4 - 8*","2122-03-31 21:28","1/3.33E6","-9.04","0","2121-2122","1/3.31E6","-9.04","13.79","1334"
"1620","2020TE6","8 - 19*","2066-10-17 12:07","1/7.35E7","-9.04","0","2066-2067","1/7.35E7","-9.04","15.67","1867"
"1621","2025PS2","28 - 60*","2115-08-10 09:50","1/7.04E8","-9.05","0","2112-2115","1/5.05E8","-8.90","14.95","101"
"1622","2024BQ1","2.8 - 6*","2115-01-22 04:32","1/2.04E6","-9.05","0","2115-2121","1/2.02E6","-9.05","12.87","676"
"1623","2018LE1","8 - 19*","2102-05-26 20:55","1/2.46E7","-9.06","0","2102","1/2.46E7","-9.06","12.64","2729"
"1624","2025FO2","7 - 15*","2105-12-04 05:43","1/3.13E7","-9.06","0","2105","1/3.12E7","-9.06","16.77","245"
"1625","2019SE11","19 - 40*","2053-09-18 18:10","1/9.01E8","-9.07","0","2053-2064","1/6.1E8","-8.94","13.40","2225"
"1626","2020CW","0.9 - 2.0*","2057-01-31 13:36","1/751879","-9.07","0","2046-2057","1/740740","-9.06","22.92","2122"
"1627","2024RK13","6 - 13*","2103-11-03 15:18","1/1.42E7","-9.08","0","2103","1/1.42E7","-9.08","12.35","440"
"1628","2020VK6","22 - 50*","2090-12-09 17:10","1/4.39E8","-9.08","0","2090","1/4.39E8","-9.08","14.72","1835"
"1629","2023QJ5","10 - 23*","2113-09-04 05:26","1/7.41E7","-9.08","0","2113","1/7.41E7","-9.08","15.95","825"
"1630","2014OQ392","80 - 170*","2104-10-12 08:37","1/1.85E10","-9.09","0","2104","1/1.85E10","-9.09","15.07","4124"
"1631","2021NB","12 - 26*","2095-08-18 08:39","1/8.20E7","-9.10","0","2095","1/8.2E7","-9.10","14.14","1608"
"1632","2020DN3","12 - 26*","2107-02-25 02:47","1/1.18E8","-9.11","0","2107-2121","1/8.85E7","-9.00","17.84","2098"
"1633","2022WC11","7 - 16*","2119-11-21 17:48","1/1.59E7","-9.11","0","2118-2120","1/1.31E7","-9.03","13.73","1091"
"1634","2022CL7","3 - 7*","2122-02-14 07:39","1/3.30E6","-9.11","0","2067-2122","1/2.65E6","-8.92","14.59","1380"
"1635","2021GL16","15 - 30*","2111-04-09 02:26","1/1.29E8","-9.12","0","2111","1/1.29E8","-9.12","12.54","1681"
"1636","2021BV1","7 - 16*","2105-01-18 17:16","1/5.62E7","-9.12","0","2064-2105","1/4E7","-8.97","24.20","1772"
"1637","2015FH37","30 - 70*","2115-03-30 12:28","1/1.47E9","-9.13","0","2113-2115","1/9.43E8","-8.94","21.68","3899"
"1638","2021VM96","1.1 - 2.4*","2091-11-08 01:22","1/666666","-9.13","0","2067-2091","1/458715","-8.93","19.66","665"
"1639","2022BK7","70 - 150*","2075-01-10 12:38","1/1.06E10","-9.14","0","2075","1/1.06E10","-9.14","13.11","1392"
"1640","2018QH36","29 - 60*","2099-08-29 16:50","1/1.53E9","-9.15","0","2099","1/1.53E9","-9.15","15.95","327"
"1641","2025PC","3 - 8*","2124-07-30 20:47","1/4.81E6","-9.15","0","2117-2124","1/3.91E6","-9.05","14.38","116"
"1642","2025BP4","4 - 10*","2063-01-23 17:43","1/4.69E7","-9.16","0","2063","1/4.69E7","-9.16","24.55","304"
"1643","2016JY5","10 - 22*","2107-05-01 09:30","1/5.78E7","-9.16","0","2093-2107","1/3.89E7","-8.96","12.76","2208"
"1644","2019JX1","4 - 10*","2102-05-03 08:33","1/1.17E7","-9.16","0","2102","1/1.17E7","-9.16","18.21","2398"
"1645","2017AB21","270 - 600*","2071-09-26 04:51","1/3.98E9","-9.16","0","2056-2081","1/1.11E9","-8.60","15.23","3227"
"1646","2020KJ4","2.9 - 6*","2106-05-27 02:37","1/2.42E6","-9.17","0","2078-2121","1/1.78E6","-8.99","11.95","2010"
"1647","2013NJ4","10 - 22*","2108-07-09 11:14","1/4.00E7","-9.17","0","2108","1/4E7","-9.17","12.51","1209"
"1648","2021LL15","15 - 30*","2074-05-25 23:56","1/2.82E8","-9.17","0","2074","1/2.82E8","-9.17","15.17","1622"
"1649","2025EX1","1.9 - 4*","2122-07-22 21:18","1/1.03E6","-9.17","0","2120-2122","1/877192","-9.10","12.32","266"
"1650","2025WJ3","25*","2101-12-02 11:59","1/7.41E8","-9.17","0","2101","1/7.41E8","-9.17","21.37","1"
"1651","2021UL7","20 - 40*","2114-04-04 13:49","1/2.06E8","-9.19","0","2095-2120","1/1.44E8","-9.02","11.44","1485"
"1652","2022ED","4 - 10*","2115-02-22 08:25","1/6.29E6","-9.19","0","2115","1/6.29E6","-9.19","12.19","1365"
"1653","2025HH","1.9 - 4*","2079-04-17 01:51","1/2.04E6","-9.19","0","2079-2105","1/1.91E6","-9.17","13.58","220"
"1654","2023ET1","3 - 8*","2111-11-11 21:22","1/4.48E6","-9.20","0","2089-2119","1/4.27E6","-9.17","14.21","987"
"1655","2023QR","4 - 8*","2058-02-12 16:51","1/3.82E7","-9.20","0","2058-2103","1/1.3E7","-8.80","23.50","829"
"1656","2022OK","6 - 13*","2120-07-20 15:28","1/1.39E7","-9.21","0","2120","1/1.39E7","-9.21","12.28","1223"
"1657","2025UE1","12 - 28*","2101-10-24 09:20","1/2.48E8","-9.22","0","2100-2122","1/9.26E7","-8.80","18.86","38"
"1658","2023HF3","4 - 9*","2122-04-21 04:15","1/9.17E6","-9.22","0","2057-2122","1/5.26E6","-8.97","15.67","949"
"1659","2014BZ2","21 - 50*","2117-01-25 11:41","1/8.20E8","-9.22","0","2117","1/8.2E8","-9.22","20.96","4325"
"1660","2021TK11","5 - 11*","2067-10-13 17:32","1/2.98E7","-9.23","0","2064-2111","1/1.88E7","-9.04","15.17","1506"
"1661","2020TG6","4 - 9*","2059-10-19 00:48","1/4.15E7","-9.23","0","2045-2059","1/4.08E7","-9.22","21.75","1867"
"1662","2022KF6","19 - 40*","2106-05-31 17:22","1/3.62E8","-9.24","0","2106","1/3.62E8","-9.24","15.01","1275"
"1663","2022UN1","9 - 20*","2075-10-17 13:58","1/1.93E8","-9.25","0","2075","1/1.93E8","-9.25","20.26","1131"
